Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,DistancePMJ,MEAN(area),STD(area),MEAN(angle_AP),STD(angle_AP),MEAN(angle_RL),STD(angle_RL),MEAN(diameter_AP),STD(diameter_AP),MEAN(diameter_RL),STD(diameter_RL),MEAN(eccentricity),STD(eccentricity),MEAN(orientation),STD(orientation),MEAN(solidity),STD(solidity),SUM(length)
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","915","2","",72.42636409329468,0.0,-7.209533406652293,0.0,4.1454956839735555,0.0,8.248903017250719,0.0,11.062436157983312,0.0,0.6662363353637308,0.0,1.3856076989584711,0.0,0.9786190580163129,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","916","2","",72.23176597477716,0.0,-7.201968736780068,0.0,4.1231661449742285,0.0,8.253851187246239,0.0,11.031059780239584,0.0,0.6634333899590813,0.0,1.7099584061714699,0.0,0.9777167947310648,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","917","2","",72.23498916962713,0.0,-7.194968769382411,0.0,4.100179920345948,0.0,8.253894880510241,0.0,11.035207270177667,0.0,0.6637458324021664,0.0,1.7635191613816417,0.0,0.9781558726673985,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","918","2","",72.23821236447709,0.0,-7.187968801984755,0.0,4.077193695717668,0.0,8.253938573774244,0.0,11.039354760115748,0.0,0.6640582748452516,0.0,1.8170799165918134,0.0,0.9785949506037321,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","919","2","",73.03307553068373,0.0,-7.182098502333004,0.0,4.052893579547333,0.0,8.217179071173831,0.0,11.194908315630636,0.0,0.6784128064868281,0.0,1.875726921963181,0.0,0.9777401699342029,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","920","2","",73.82793869689037,0.0,-7.176228202681254,0.0,4.028593463376998,0.0,8.180419568573418,0.0,11.350461871145525,0.0,0.6927673381284047,0.0,1.9343739273345482,0.0,0.9768853892646736,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","921","2","",73.63305878334886,0.0,-7.17092284670095,0.0,4.003636133544343,0.0,8.171004180817395,0.0,11.328189455503514,0.0,0.6920179033552513,0.0,2.2698506644084553,0.0,0.9773632671528758,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","922","2","",72.4484357900592,0.0,-7.166182434392092,0.0,3.9780215900493663,0.0,8.18893290790576,0.0,11.128091068704602,0.0,0.6761645021673677,0.0,2.8821571331849025,0.0,0.9791738035988092,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","923","2","",71.26381279676954,0.0,-7.161442022083235,0.0,3.9524070465543897,0.0,8.206861634994127,0.0,10.927992681905693,0.0,0.6603111009794841,0.0,3.4944636019613498,0.0,0.9809843400447428,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","924","2","",70.87074089990784,0.0,-7.157831673921731,0.0,3.9254775268274282,0.0,8.204885990702945,0.0,10.882797513212887,0.0,0.6569111057197169,0.0,2.384903896067023,0.0,0.984935549772134,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","925","2","",70.47766900304615,0.0,-7.1542213257602265,0.0,3.898548007100467,0.0,8.202910346411764,0.0,10.837602344520082,0.0,0.6535111104599497,0.0,1.2753441901726958,0.0,0.9888867594995254,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","926","2","",70.28249793935942,0.0,-7.151176076842926,0.0,3.8709607194946787,0.0,8.21404991123306,0.0,10.79271432661761,0.0,0.6485871915527488,0.0,1.1105305844748845,0.0,0.9895062644297469,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","927","2","",70.28522770884767,0.0,-7.14869592716983,0.0,3.842715664010065,0.0,8.238304685166835,0.0,10.748133459505466,0.0,0.6421393489981142,0.0,1.8904630789735886,0.0,0.9867940645627984,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","928","2","",70.28795747833593,0.0,-7.1462157774967325,0.0,3.8144706085254505,0.0,8.262559459100608,0.0,10.703552592393324,0.0,0.6356915064434796,0.0,2.6703955734722924,0.0,0.9840818646958499,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","929","2","",71.87467461477229,0.0,-7.144865918440515,0.0,3.7849094497789535,0.0,8.284599811819763,0.0,10.925725660953193,0.0,0.6510043875075137,0.0,2.667182547232092,0.0,0.9854948915692601,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","930","2","",73.46139175120867,0.0,-7.143516059384297,0.0,3.755348291032457,0.0,8.306640164538917,0.0,11.14789872951306,0.0,0.6663172685715477,0.0,2.6639695209918917,0.0,0.9869079184426702,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","931","2","",74.05803826107912,0.0,-7.142731370680653,0.0,3.7251287943004563,0.0,8.322044672747944,0.0,11.225099993593304,0.0,0.6710072947322293,0.0,2.372774648460907,0.0,0.9863999059812418,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","932","2","",73.66461414438365,0.0,-7.142511852329583,0.0,3.6942509595829516,0.0,8.330813336446845,0.0,11.157329453193922,0.0,0.6650744659895587,0.0,1.793597929639137,0.0,0.9839708541849749,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","933","2","",73.27119002768818,0.0,-7.142292333978513,0.0,3.663373124865447,0.0,8.339582000145745,0.0,11.08955891279454,0.0,0.659141637246888,0.0,1.214421210817367,0.0,0.9815418023887079,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","934","2","",72.48147160334155,0.0,-7.143203164474499,0.0,3.631178039171032,0.0,8.277005646849283,0.0,11.051110143108273,0.0,0.6625947061451852,0.0,2.1066543290420228,0.0,0.9844281730577329,0.0,""
"2025-12-17 18:57:30","7.1","/data/T1w_seg.nii.gz","935","2","",71.6917531789949,0.0,-7.1441139949704855,0.0,3.598982953476617,0.0,8.21442929355282,0.0,11.012661373422006,0.0,0.6660477750434824,0.0,2.9988874472666787,0.0,0.9873145437267579,0.0,""
